name,site,subtypes,category,phone,full_address,city,postal_code,latitude,longitude,plus_code,rating,reviews,reviews_tags,photo,working_hours,about,range,logo,description,location_link,place_id,verified_features,verified_summary,venue_type_verified
Oslo Hackney,http://www.oslohackney.com/,"Bar, Cocktail bar, Live music venue, Night club",bars,+44 20 3553 4831,"1A Amhurst Rd, London E8 1JB, United Kingdom",London,E8 1JB,51.5471772,-0.0554208,9C3XGWWV+VR,4.2,2361,"venue, gig, club, band, bouncers, sunday roast, station, cloakroom, stage, tickets",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAFRumW291IQgjJjrnpfziKG6xMPoWyYCWcgmRP2BX_dYWPlKewvjIuG9rgXkPqXTwahF9umTj7LrVXiY5g65sw5ZelSPUoL0AhDvy8lGk2bZB4Lk4ufh170yWCXAgqyuC67nM=w800-h500-k-no,"Sunday,|Monday,|Tuesday,4PM,12:30AM|Wednesday,4PM,12:30AM|Thursday,4PM,2AM|Friday,4PM,3:30AM|Saturday,4PM,3:30AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Great cocktails"": true, ""Great wine list"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true, ""Parking"": true}}",£10–20,https://lh3.googleusercontent.com/-4VyJIpP8V0g/AAAAAAAAAAI/AAAAAAAAAAA/aYsu4ugF1GQ/s44-p-k-no-ns-nd/photo.jpg,"Restaurant and club in former railway station, for daytime snacks and an evening European menu.","https://www.google.com/maps/place/Oslo+Hackney/@51.5471772,-0.0554208,14z/data=!4m8!1m2!2m1!1sOslo+Hackney!3m4!1s0x48761cfb257f2ea5:0x93b2c2047a20b3d6!8m2!3d51.5471772!4d-0.0554208",ChIJpS5_JfscdkgR1rMgegTCspM,"Cocktails, Craft beer, Dancing, Food menu, Karaoke, Late-night, Live music, Outdoor seating, Sunday roast, Wine","Restaurant and club in former railway station, for daytime snacks and an evening European menu. Key features: Cocktails, Craft beer, Dancing, Food menu, Karaoke",Bar
The Pembury Tavern,http://pemburytavern.co.uk/,Pub,bars,+44 20 8986 8597,"90 Amhurst Rd, London E8 1JH, United Kingdom",London,E8 1JH,51.5494126,-0.0592201,9C3XGWXR+Q8,4.4,1311,"ales, billiards table, keg, board games, brews, honey, hipster, railway porter, vegan pizza, noise",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRXf4m7RDG-NBZbHpN46WMI9LULeiNRFHMrDX_-2yxvN0ZO3lZEXMADgfhN76VahfPliZ90LltYRF6udBM3vCH38JzcwPxqNjEGy4WMtnaSoaw_J5dyIl2sf-yMaorb9S3rRJiHQ=w800-h500-k-no,"Sunday,12,11PM|Monday,4,11PM|Tuesday,4,11PM|Wednesday,4,11PM|Thursday,4PM,12AM|Friday,12PM,12AM|Saturday,12PM,12AM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh4.googleusercontent.com/-AYtN4GNW80E/AAAAAAAAAAI/AAAAAAAAAAA/L2AJLRGTfi4/s44-p-k-no-ns-nd/photo.jpg,"Pub offering board games and a bar billiards table, with a menu of Italian dishes and pizzas.","https://www.google.com/maps/place/The+Pembury+Tavern/@51.5494126,-0.0592201,14z/data=!4m8!1m2!2m1!1sThe+Pembury+Tavern!3m4!1s0x48761cf0860484a1:0xe803cba83bf7bc42!8m2!3d51.5494126!4d-0.0592201",ChIJoYQEhvAcdkgRQrz3O6jLA-g,"Board games, Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Outdoor seating, Real ale, Trivia night, Vegan options, Wine","Pub offering board games and a bar billiards table, with a menu of Italian dishes and pizzas. Key features: Board games, Cocktails, Craft beer, Dog-friendly, Food menu",Pub
The Three Compasses,http://www.3compasses.com/,"Pub, Hamburger restaurant",bars,+44 20 7923 4752,"99 Dalston Ln, London E8 1NH, United Kingdom",London,E8 1NH,51.548286,-0.0685862,9C3XGWXJ+8H,4.3,740,"vegan burgers, crowd, quiz, game, shows, hipster, bun, pop, watch, roast",https://lh3.googleusercontent.com/p/AF1QipM7SLD0Pgyr0lfKgbESQNXzm4iycNs2S-ZuK0XM=w800-h500-k-no,"Sunday,12,10:30PM|Monday,4,11PM|Tuesday,4PM,12AM|Wednesday,4PM,12AM|Thursday,4PM,12AM|Friday,4PM,12:30AM|Saturday,12PM,12:30AM","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",£10–20,https://lh3.googleusercontent.com/-E-gteCOionU/AAAAAAAAAAI/AAAAAAAAAAA/1d6-cRLPwoQ/s44-p-k-no-ns-nd/photo.jpg,Fashionable local with a beer terrace to the front and a regular list of live music and DJ nights.,"https://www.google.com/maps/place/The+Three+Compasses/@51.548286,-0.0685862,14z/data=!4m8!1m2!2m1!1sThe+Three+Compasses!3m4!1s0x48761cf2ee944451:0xf7896041c5a225bf!8m2!3d51.548286!4d-0.0685862",ChIJUUSU7vIcdkgRvyWixUFgifc,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Sunday roast, Trivia night, Vegan options, Wine","Fashionable local with a beer terrace to the front and a regular list of live music and DJ nights. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Pub
Binch,http://www.binchlondon.com/,Wine bar,bars,,"51 Greenwood Rd, London E8 1NT, United Kingdom",London,E8 1NT,51.5461478,-0.0639479,9C3XGWWP+FC,4.9,119,"intimate, craft beer, gem, atmosphere, natural wines, glass, selection, bagels, bartender, small plates",https://lh3.googleusercontent.com/p/AF1QipPp3BkmLFIqEAbtbTKCSywMIx45UCb7bga--0x_=w800-h500-k-no,"Sunday,3,9PM|Monday,|Tuesday,6,10:30PM|Wednesday,6,10:30PM|Thursday,6,11PM|Friday,5,11PM|Saturday,3,11PM","{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£10–20,https://lh6.googleusercontent.com/-bvvRzKdqTpM/AAAAAAAAAAI/AAAAAAAAAAA/AbMCeHJI62A/s44-p-k-no-ns-nd/photo.jpg,"Binch is unique & intimate wine bar/tap room & bottle shop hidden in the heart of Hackney’s London Fields neighbourhood offering a lovingly curated selection of fine wine and craft beer.
The perfect spot to tease your palate in a cosy, homely atmosphere.","https://www.google.com/maps/place/Binch/@51.5461478,-0.0639479,14z/data=!4m8!1m2!2m1!1sBinch!3m4!1s0x48761d480415e9f3:0xf5499c8057456eec!8m2!3d51.5461478!4d-0.0639479",ChIJ8-kVBEgddkgR7G5FV4CcSfU,"Craft beer, Dog-friendly, Food menu, Wine","Binch is unique & intimate wine bar/tap room & bottle shop hidden in the heart of Hackney’s London Fields neighbourhood offering a lovingly curated selection of fine wine and craft beer.
The perfect spot to tease your palate in a cosy, homely atmosphere. Key features: Craft beer, Dog-friendly, Food menu, Wine",Bar
Hand of Glory,http://www.jaguarshoes.com/venues/hand-of-glory/,"Pub, Bar, Restaurant",bars,+44 20 7249 7455,"240 Amhurst Rd, Lower Clapton, London E8 2BS, United Kingdom",London,E8 2BS,51.5546502,-0.0680865,9C3XHW3J+VQ,4.4,532,"sunday roast, milk, shoes, ciders, garden, bartender, wine, DJ, hipster, discount",https://lh3.googleusercontent.com/p/AF1QipMA0vIKOJkoZja8NxNVbabpnmT9qDUcQ329XN_X=w800-h500-k-no,"Sunday,12PM,12AM|Monday,4PM,12AM|Tuesday,4PM,12AM|Wednesday,4PM,12AM|Thursday,12PM,12AM|Friday,12PM,1:30AM|Saturday,12PM,1:30AM","{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great wine list"": true, ""Live music"": true, ""Live performances"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Outside food allowed"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£10–20,https://lh6.googleusercontent.com/-Ior9EE-dOwk/AAAAAAAAAAI/AAAAAAAAAAA/SEvgw64gCa8/s44-p-k-no-ns-nd/photo.jpg,"Hand of Glory’ is a cosy and beautiful pub from JaguarShoes Collective… Its theme celebrates pagan festivals, traditional iconography and folkloric customs from across the history of the British Isles.

The pub is sited at the original ‘Amhurst’ pub and holds a liquor license dating back to the 1800’s when the surrounding area was primarily fields and farmland.

Focusing a roster of ales and beers and countryside ciders from some of the UK’s best independent brewers. Hand of Glory pub was an early pioneer in the new wave or craft brewing and features a range of constantly rotating ales and a menu of potent, small batch ’Deadly Ciders’. Alongside this there’s rustic Bloody Mary’s, cocktails and a menu of infused ‘Seven Deadly Gins.’","https://www.google.com/maps/place/Hand+of+Glory/@51.5546502,-0.0680865,14z/data=!4m8!1m2!2m1!1sHand+of+Glory!3m4!1s0x48761cf503b56b2b:0x6d20d64bb85f136d!8m2!3d51.5546502!4d-0.0680865",ChIJK2u1A_UcdkgRbRNfuEvWIG0,"Cocktails, Craft beer, DJ, Dancing, Dog-friendly, Food menu, Late-night, Live music, Outdoor seating, Sunday roast, Trivia night, Wine","Hand of Glory’ is a cosy and beautiful pub from JaguarShoes Collective… Its theme celebrates pagan festivals, traditional iconography and folkloric customs from across the history of the British Isles.

The pub is sited at the original ‘Amhurst’ pub and holds a liquor license dating back to the 1800’s when the surrounding area was primarily fields and farmland.

Focusing a roster of ales and beers and countryside ciders from some of the UK’s best independent brewers. Hand of Glory pub was an early pioneer in the new wave or craft brewing and features a range of constantly rotating ales and a menu of potent, small batch ’Deadly Ciders’. Alongside this there’s rustic Bloody Mary’s, cocktails and a menu of infused ‘Seven Deadly Gins.’ Key features: Cocktails, Craft beer, DJ, Dancing, Dog-friendly",Bar
Ridley Road Market Bar,http://www.ridleyroadmarketbar.com/,"Bar, Cocktail bar, Dance club, Event venue, Live music venue, Night club",bars,,"49 Ridley Rd, London E8 2NP, United Kingdom",London,E8 2NP,51.5483444,-0.0725197,9C3XGWXG+8X,4.3,567,"cocktails, dance, queue, floor, mojitos, toilets, tunes, hipster, evening, crowd",https://lh3.googleusercontent.com/p/AF1QipOEJtbt0PHBCe0aIAFopfhH9iPncSBoPHIBpTeq=w800-h500-k-no,"Sunday,|Monday,|Tuesday,6p.m.,2a.m.|Wednesday,6p.m.,2a.m.|Thursday,6p.m.,3a.m.|Friday,6p.m.,3a.m.|Saturday,6p.m.,3a.m.","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great cocktails"": true, ""Live music"": true, ""Live performances"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",£10–20,https://lh4.googleusercontent.com/-2Cik2swUZn0/AAAAAAAAAAI/AAAAAAAAAAA/qU_mFb3Vw3g/s44-p-k-no-ns-nd/photo.jpg,"Shabby-chic cafe with tropical decor by day and buzzy bar by night, with retro jazz and soul vibe.","https://www.google.com/maps/place/Ridley+Road+Market+Bar/@51.5483444,-0.07251969999999999,14z/data=!4m8!1m2!2m1!1sRidley+Road+Market+Bar!3m4!1s0x48761c8d13c524d5:0x1ed3469a58c587a8!8m2!3d51.5483444!4d-0.07251969999999999",ChIJ1STFE40cdkgRqIfFWJpG0x4,"Cocktails, Craft beer, Dancing, Food menu, LGBTQ+ friendly, Live music, Outdoor seating, Wine","Shabby-chic cafe with tropical decor by day and buzzy bar by night, with retro jazz and soul vibe. Key features: Cocktails, Craft beer, Dancing, Food menu, LGBTQ+ friendly",Bar
The Victoria Dalston,http://www.jaguarshoes.com/venues/the-victoria/,"Pub, Bar, Disco club, Live music venue",bars,+44 7900 838146,"The Victoria, 451 Queensbridge Rd, London E8 3AS, United Kingdom",London,E8 3AS,51.5457114,-0.0699581,9C3XGWWJ+72,4.3,1111,"venue, gigs, bands, crowd, bookcase, milk, stout, garden, hipster, IPA",https://lh3.googleusercontent.com/p/AF1QipNM3javo4mNsfLaVuI7mr69iveQiQodTnMI5sh6=w800-h500-k-no,"Sunday,12PM,1AM|Monday,12PM,1AM|Tuesday,12PM,1AM|Wednesday,12PM,1AM|Thursday,12PM,1AM|Friday,12PM,2AM|Saturday,12PM,2AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Live music"": true, ""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Outside food allowed"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh4.googleusercontent.com/-rMw1dFeQSUc/AAAAAAAAAAI/AAAAAAAAAAA/oZyWnEQRA0Y/s44-p-k-no-ns-nd/photo.jpg,No-nonsense venue for up-and-coming bands in old Victorian pub famous for letting it all hang out.,"https://www.google.com/maps/place/The+Victoria+Dalston/@51.545711399999995,-0.0699581,14z/data=!4m8!1m2!2m1!1sThe+Victoria+Dalston!3m4!1s0x48761ced4f1011cf:0xc80422b3e1bc18ff!8m2!3d51.545711399999995!4d-0.0699581",ChIJzxEQT-0cdkgR_xi84bMiBMg,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Wine","No-nonsense venue for up-and-coming bands in old Victorian pub famous for letting it all hang out. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
The Prince Arthur,http://www.theprincearthure8.com/,"Pub, Bar, Gastropub",bars,+44 20 7249 1119,"95 Forest Rd, London E8 3BH, United Kingdom",London,E8 3BH,51.5442064,-0.0655672,9C3XGWVM+MQ,4.4,399,"sunday roast, atmosphere, table, chef, the menu, gravy, area, team, roast beef, pork",https://lh3.googleusercontent.com/p/AF1QipN9BjHMgJ1jJWwnb4FNtXhMtd3XXInbWY40OLUq=w800-h500-k-no,"Sunday,12,10PM|Monday,2,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12,11PM|Saturday,12,11PM","{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Outside food allowed"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",₱₱,https://lh6.googleusercontent.com/--jeXQKHzZt0/AAAAAAAAAAI/AAAAAAAAAAA/TMY_D4BCp0w/s44-p-k-no-ns-nd/photo.jpg,"Warm, relaxed pub serving seasonal menus & Sunday roasts, plus beer, wine & craft cocktails.","https://www.google.com/maps/place/The+Prince+Arthur/@51.5442064,-0.06556719999999999,14z/data=!4m8!1m2!2m1!1sThe+Prince+Arthur!3m4!1s0x48761ce95cfa0f31:0x6d483a2ed5dbe98d!8m2!3d51.5442064!4d-0.06556719999999999",ChIJMQ_6XOkcdkgRjenb1S46SG0,"Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Live music, Outdoor seating, Sunday roast, Wine","Warm, relaxed pub serving seasonal menus & Sunday roasts, plus beer, wine & craft cocktails. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly",Bar
Farr's Dalston,http://farrs.pub/,"Pub, Bar, Cocktail bar",bars,+44 20 7923 4553,"17, 19 Dalston Ln, London E8 3DF, United Kingdom",London,E8 3DF,51.546368,-0.0739591,9C3XGWWG+GC,4.1,672,"burger, atmosphere, dance, basement, hipster, crowd, table, quantity, environment, conversation",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRCM3mo0HPxvXFUZbaYIsqLmU2nOhBerR8Cj3pOkvg3P_JrkllqElTnLaOzhKLM4Dt-nh3t_rsVrMR5BorHflkf7EkQhe1oQ6uK60Zj_9IsHmWEP-Z1YODhIw9xlqNUEjP_dI=w800-h500-k-no,"Sunday,12,8PM|Monday,|Tuesday,4,11PM|Wednesday,4,11PM|Thursday,4,11PM|Friday,4PM,1AM|Saturday,12PM,1AM","{""Service options"": {""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true, ""Live music"": true, ""Live performances"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",£10–20,https://lh4.googleusercontent.com/-lu5lKN5J4JQ/AAAAAAAAAAI/AAAAAAAAAAA/OgK0IC-nlGg/s44-p-k-no-ns-nd/photo.jpg,"Vintage radios, TVs and telephones decorate this offbeat, shabby-chic real ale bar, with live DJs.","https://www.google.com/maps/place/Farr%27s+Dalston/@51.546368,-0.0739591,14z/data=!4m8!1m2!2m1!1sFarr%27s+Dalston!3m4!1s0x48761c927905428b:0x66441b2b22259fdd!8m2!3d51.546368!4d-0.0739591",ChIJi0IFeZIcdkgR3Z8lIisbRGY,"Cocktails, Craft beer, Dancing, Late-night, Live music, Wine","Vintage radios, TVs and telephones decorate this offbeat, shabby-chic real ale bar, with live DJs. Key features: Cocktails, Craft beer, Dancing, Late-night, Live music",Bar
Newcomer Wines Dalston,http://newcomerwines.com/,"Wine bar, Wine store, Wine wholesaler and importer",bars,+44 20 7249 2177,"5 Dalston Ln, London E8 3DF, United Kingdom",London,E8 3DF,51.5463484,-0.0748229,9C3XGWWG+G3,4.5,165,"austrian wine, garden, prices, menu, selection, party, knowledge, natural wines, hot dogs, organic",https://lh3.googleusercontent.com/p/AF1QipNYy1n7MoY7ozdSQnwe1GZQ___tlG2fpGySKp9J=w800-h500-k-no,"Sunday,|Monday,3,10PM|Tuesday,3,10PM|Wednesday,3,10PM|Thursday,3,11PM|Friday,3,11PM|Saturday,12,11PM","{""Service options"": {""Outdoor seating"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great wine list"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Food"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh6.googleusercontent.com/-r_8Vnn433Mo/AAAAAAAAAAI/AAAAAAAAAAA/YRN9lBV7e_g/s44-p-k-no-ns-nd/photo.jpg,"Newcomer Wine Bar & Shop is a place welcome to all where you can find a vast selection of natural wine available for both drinking in or taking away.
When hanging out at the bar, a light food menu is always available for those wanting a bite with their glass or bottle.
On top of the usual day to day wine bar and shop life, Newcomer enjoys hosting an array of events. From intimate wine tasting sessions with winemakers to parties and pop up chefs events — the celebration of wine, food and people is always the vibe.","https://www.google.com/maps/place/Newcomer+Wines+Dalston/@51.5463484,-0.0748229,14z/data=!4m8!1m2!2m1!1sNewcomer+Wines+Dalston!3m4!1s0x48761cb716b94681:0x42211478912778f1!8m2!3d51.5463484!4d-0.0748229",ChIJgUa5FrccdkgR8XgnkXgUIUI,"Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Outdoor seating, Wine","Newcomer Wine Bar & Shop is a place welcome to all where you can find a vast selection of natural wine available for both drinking in or taking away.
When hanging out at the bar, a light food menu is always available for those wanting a bite with their glass or bottle.
On top of the usual day to day wine bar and shop life, Newcomer enjoys hosting an array of events. From intimate wine tasting sessions with winemakers to parties and pop up chefs events — the celebration of wine, food and people is always the vibe. Key features: Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Outdoor seating",Bar
